State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Weeknum
California,2015-01-03,"40,784",2014-12-27,"420,154","15,245,478",2.76,52
California,2015-01-10,"66,906",2015-01-03,"423,923","15,354,250",2.76,1
California,2015-01-17,"62,191",2015-01-10,"464,163","15,354,250",3.02,2
California,2015-01-24,"40,605",2015-01-17,"390,977","15,354,250",2.55,3
California,2015-01-31,"58,673",2015-01-24,"468,557","15,354,250",3.05,4
California,2015-02-07,"61,006",2015-01-31,"431,740","15,354,250",2.81,5
California,2015-02-14,"46,871",2015-02-07,"452,876","15,354,250",2.95,6
California,2015-02-21,"43,039",2015-02-14,"420,633","15,354,250",2.74,7
California,2015-02-28,"47,589",2015-02-21,"453,566","15,354,250",2.95,8
California,2015-03-07,"45,764",2015-02-28,"444,014","15,354,250",2.89,9
California,2015-03-14,"46,784",2015-03-07,"432,241","15,354,250",2.82,10
California,2015-03-21,"44,249",2015-03-14,"458,111","15,354,250",2.98,11
California,2015-03-28,"43,250",2015-03-21,"419,464","15,354,250",2.73,12
California,2015-04-04,"39,603",2015-03-28,"401,616","15,354,250",2.62,13
California,2015-04-11,"50,178",2015-04-04,"384,669","15,525,569",2.48,14
California,2015-04-18,"51,521",2015-04-11,"403,219","15,525,569",2.6,15
California,2015-04-25,"47,303",2015-04-18,"411,700","15,525,569",2.65,16
California,2015-05-02,"45,550",2015-04-25,"393,899","15,525,569",2.54,17
California,2015-05-09,"45,289",2015-05-02,"397,919","15,525,569",2.56,18
California,2015-05-16,"42,759",2015-05-09,"372,770","15,525,569",2.4,19
California,2015-05-23,"42,678",2015-05-16,"375,918","15,525,569",2.42,20
California,2015-05-30,"34,787",2015-05-23,"327,528","15,525,569",2.11,21
California,2015-06-06,"45,704",2015-05-30,"368,285","15,525,569",2.37,22
California,2015-06-13,"43,112",2015-06-06,"347,060","15,525,569",2.24,23
California,2015-06-20,"45,297",2015-06-13,"358,319","15,525,569",2.31,24
California,2015-06-27,"48,227",2015-06-20,"347,736","15,525,569",2.24,25
California,2015-07-04,"53,941",2015-06-27,"372,194","15,525,569",2.4,26
California,2015-07-11,"46,942",2015-07-04,"354,829","15,580,610",2.28,27
California,2015-07-18,"48,890",2015-07-11,"356,765","15,580,610",2.29,28
California,2015-07-25,"45,028",2015-07-18,"373,848","15,580,610",2.4,29
California,2015-08-01,"41,871",2015-07-25,"365,036","15,580,610",2.34,30
California,2015-08-08,"44,369",2015-08-01,"369,801","15,580,610",2.37,31
California,2015-08-15,"44,200",2015-08-08,"354,167","15,580,610",2.27,32
California,2015-08-22,"42,898",2015-08-15,"363,099","15,580,610",2.33,33
California,2015-08-29,"41,597",2015-08-22,"355,479","15,580,610",2.28,34
California,2015-09-05,"42,125",2015-08-29,"348,562","15,580,610",2.24,35
California,2015-09-12,"36,839",2015-09-05,"322,058","15,580,610",2.07,36
California,2015-09-19,"40,564",2015-09-12,"338,981","15,580,610",2.18,37
California,2015-09-26,"40,180",2015-09-19,"336,664","15,580,610",2.16,38
California,2015-10-03,"42,531",2015-09-26,"329,972","15,580,610",2.12,39
California,2015-10-10,"44,298",2015-10-03,"313,322","15,685,876",2.0,40
California,2015-10-17,"43,592",2015-10-10,"307,831","15,685,876",1.96,41
California,2015-10-24,"45,861",2015-10-17,"329,502","15,685,876",2.1,42
California,2015-10-31,"48,011",2015-10-24,"327,658","15,685,876",2.09,43
California,2015-11-07,"47,675",2015-10-31,"331,961","15,685,876",2.12,44
California,2015-11-14,"45,851",2015-11-07,"316,408","15,685,876",2.02,45
California,2015-11-21,"53,792",2015-11-14,"351,182","15,685,876",2.24,46
California,2015-11-28,"33,484",2015-11-21,"268,975","15,685,876",1.71,47
California,2015-12-05,"55,971",2015-11-28,"425,481","15,685,876",2.71,48
California,2015-12-12,"55,903",2015-12-05,"379,914","15,685,876",2.42,49
California,2015-12-19,"53,000",2015-12-12,"387,490","15,685,876",2.47,50
California,2015-12-26,"43,100",2015-12-19,"333,886","15,685,876",2.13,51
California,2016-01-02,"40,909",2015-12-26,"378,586","15,685,876",2.41,52
California,2016-01-09,"58,280",2016-01-02,"425,252","15,796,759",2.69,53
California,2016-01-16,"74,705",2016-01-09,"421,761","15,796,759",2.67,1
California,2016-01-23,"53,436",2016-01-16,"405,280","15,796,759",2.57,2
California,2016-01-30,"50,563",2016-01-23,"426,884","15,796,759",2.7,3
California,2016-02-06,"49,006",2016-01-30,"414,632","15,796,759",2.62,4
California,2016-02-13,"47,599",2016-02-06,"417,123","15,796,759",2.64,5
California,2016-02-20,"42,084",2016-02-13,"384,556","15,796,759",2.43,6
California,2016-02-27,"46,430",2016-02-20,"435,303","15,796,759",2.76,7
California,2016-03-05,"45,142",2016-02-27,"415,193","15,796,759",2.63,8
California,2016-03-12,"46,501",2016-03-05,"427,541","15,796,759",2.71,9
California,2016-03-19,"44,151",2016-03-12,"416,514","15,796,759",2.64,10
California,2016-03-26,"43,613",2016-03-19,"411,440","15,796,759",2.6,11
California,2016-04-02,"36,495",2016-03-26,"404,644","15,796,759",2.56,12
California,2016-04-09,"49,058",2016-04-02,"385,140","15,932,223",2.42,13
California,2016-04-16,"50,147",2016-04-09,"384,589","15,932,223",2.41,14
California,2016-04-23,"46,601",2016-04-16,"393,885","15,932,223",2.47,15
California,2016-04-30,"42,674",2016-04-23,"379,128","15,932,223",2.38,16
California,2016-05-07,"41,853",2016-04-30,"373,021","15,932,223",2.34,17
California,2016-05-14,"43,498",2016-05-07,"364,633","15,932,223",2.29,18
California,2016-05-21,"40,546",2016-05-14,"359,256","15,932,223",2.25,19
California,2016-05-28,"44,373",2016-05-21,"352,879","15,932,223",2.21,20
California,2016-06-04,"35,335",2016-05-28,"315,430","15,932,223",1.98,21
California,2016-06-11,"54,097",2016-06-04,"342,261","15,932,223",2.15,22
California,2016-06-18,"44,571",2016-06-11,"344,787","15,932,223",2.16,23
California,2016-06-25,"49,734",2016-06-18,"342,724","15,932,223",2.15,24
California,2016-07-02,"45,915",2016-06-25,"354,923","15,932,223",2.23,25
California,2016-07-09,"39,137",2016-07-02,"318,772","16,049,781",1.99,26
California,2016-07-16,"44,078",2016-07-09,"358,938","16,049,781",2.24,27
California,2016-07-23,"42,549",2016-07-16,"350,989","16,049,781",2.19,28
California,2016-07-30,"43,036",2016-07-23,"358,923","16,049,781",2.24,29
California,2016-08-06,"43,415",2016-07-30,"351,250","16,049,781",2.19,30
California,2016-08-13,"41,738",2016-08-06,"354,052","16,049,781",2.21,31
California,2016-08-20,"38,776",2016-08-13,"348,813","16,049,781",2.17,32
California,2016-08-27,"40,404",2016-08-20,"359,363","16,049,781",2.24,33
California,2016-09-03,"40,240",2016-08-27,"336,929","16,049,781",2.1,34
California,2016-09-10,"35,613",2016-09-03,"317,781","16,049,781",1.98,35
California,2016-09-17,"38,765",2016-09-10,"322,285","16,049,781",2.01,36
California,2016-09-24,"38,021",2016-09-17,"322,607","16,049,781",2.01,37
California,2016-10-01,"38,281",2016-09-24,"314,645","16,049,781",1.96,38
California,2016-10-08,"43,422",2016-10-01,"320,241","16,170,165",1.98,39
California,2016-10-15,"46,010",2016-10-08,"301,777","16,170,165",1.87,40
California,2016-10-22,"44,406",2016-10-15,"319,330","16,170,165",1.97,41
California,2016-10-29,"46,393",2016-10-22,"316,187","16,170,165",1.96,42
California,2016-11-05,"47,345",2016-10-29,"320,612","16,170,165",1.98,43
California,2016-11-12,"39,455",2016-11-05,"311,269","16,170,165",1.92,44
California,2016-11-19,"53,669",2016-11-12,"353,912","16,170,165",2.19,45
California,2016-11-26,"42,330",2016-11-19,"295,675","16,170,165",1.83,46
California,2016-12-03,"53,810",2016-11-26,"383,139","16,170,165",2.37,47
California,2016-12-10,"50,637",2016-12-03,"366,490","16,170,165",2.27,48
California,2016-12-17,"50,254",2016-12-10,"377,184","16,170,165",2.33,49
California,2016-12-24,"52,811",2016-12-17,"364,428","16,170,165",2.25,50
California,2016-12-31,"37,975",2016-12-24,"349,709","16,170,165",2.16,51
California,2017-01-07,"43,975",2016-12-31,"377,379","16,170,165",2.33,52
California,2017-01-14,"60,959",2017-01-07,"419,806","16,288,780",2.58,1
California,2017-01-21,"61,914",2017-01-14,"382,714","16,288,780",2.35,2
California,2017-01-28,"53,825",2017-01-21,"429,836","16,288,780",2.64,3
California,2017-02-04,"45,464",2017-01-28,"407,599","16,288,780",2.5,4
California,2017-02-11,"49,677",2017-02-04,"422,195","16,288,780",2.59,5
California,2017-02-18,"48,928",2017-02-11,"431,201","16,288,780",2.65,6
California,2017-02-25,"43,328",2017-02-18,"400,795","16,288,780",2.46,7
California,2017-03-04,"45,208",2017-02-25,"435,797","16,288,780",2.68,8
California,2017-03-11,"45,766",2017-03-04,"434,160","16,288,780",2.67,9
California,2017-03-18,"41,002",2017-03-11,"400,481","16,288,780",2.46,10
California,2017-03-25,"42,605",2017-03-18,"416,245","16,288,780",2.56,11
California,2017-04-01,"35,367",2017-03-25,"393,445","16,288,780",2.42,12
California,2017-04-08,"43,753",2017-04-01,"401,748","16,386,501",2.45,13
California,2017-04-15,"47,139",2017-04-08,"381,526","16,386,501",2.33,14
California,2017-04-22,"45,118",2017-04-15,"384,361","16,386,501",2.35,15
California,2017-04-29,"43,906",2017-04-22,"381,890","16,386,501",2.33,16
California,2017-05-06,"43,076",2017-04-29,"364,455","16,386,501",2.22,17
California,2017-05-13,"37,564",2017-05-06,"341,907","16,386,501",2.09,18
California,2017-05-20,"38,020",2017-05-13,"351,230","16,386,501",2.14,19
California,2017-05-27,"42,833",2017-05-20,"344,586","16,386,501",2.1,20
California,2017-06-03,"34,520",2017-05-27,"306,664","16,386,501",1.87,21
California,2017-06-10,"40,929",2017-06-03,"335,391","16,386,501",2.05,22
California,2017-06-17,"42,543",2017-06-10,"328,443","16,386,501",2.0,23
California,2017-06-24,"46,687",2017-06-17,"327,958","16,386,501",2.0,24
California,2017-07-01,"46,015",2017-06-24,"349,417","16,386,501",2.13,25
California,2017-07-08,"37,798",2017-07-01,"305,196","16,471,222",1.85,26
California,2017-07-15,"44,660",2017-07-08,"350,317","16,471,222",2.13,27
California,2017-07-22,"44,966",2017-07-15,"341,278","16,471,222",2.07,28
California,2017-07-29,"42,475",2017-07-22,"340,754","16,471,222",2.07,29
California,2017-08-05,"39,523",2017-07-29,"346,962","16,471,222",2.11,30
California,2017-08-12,"37,072",2017-08-05,"330,965","16,471,222",2.01,31
California,2017-08-19,"37,843",2017-08-12,"337,727","16,471,222",2.05,32
California,2017-08-26,"38,819",2017-08-19,"329,595","16,471,222",2.0,33
California,2017-09-02,"37,777",2017-08-26,"327,903","16,471,222",1.99,34
California,2017-09-09,"30,402",2017-09-02,"297,261","16,471,222",1.8,35
California,2017-09-16,"39,899",2017-09-09,"313,472","16,471,222",1.9,36
California,2017-09-23,"39,371",2017-09-16,"310,142","16,471,222",1.88,37
California,2017-09-30,"37,388",2017-09-23,"306,277","16,471,222",1.86,38
California,2017-10-07,"41,888",2017-09-30,"300,200","16,471,222",1.82,39
California,2017-10-14,"40,977",2017-10-07,"283,405","16,550,811",1.71,40
California,2017-10-21,"41,871",2017-10-14,"296,407","16,550,811",1.79,41
California,2017-10-28,"43,283",2017-10-21,"302,351","16,550,811",1.83,42
California,2017-11-04,"43,653",2017-10-28,"312,899","16,550,811",1.89,43
California,2017-11-11,"44,894",2017-11-04,"284,449","16,550,811",1.72,44
California,2017-11-18,"50,994",2017-11-11,"324,625","16,550,811",1.96,45
California,2017-11-25,"35,936",2017-11-18,"254,163","16,550,811",1.54,46
California,2017-12-02,"54,267",2017-11-25,"380,313","16,550,811",2.3,47
California,2017-12-09,"47,792",2017-12-02,"334,048","16,550,811",2.02,48
California,2017-12-16,"47,721",2017-12-09,"369,439","16,550,811",2.23,49
California,2017-12-23,"45,239",2017-12-16,"348,593","16,550,811",2.11,50
California,2017-12-30,"35,363",2017-12-23,"348,237","16,550,811",2.1,51
California,2018-01-06,"47,290",2017-12-30,"347,280","16,550,811",2.1,52
California,2018-01-13,"58,962",2018-01-06,"383,701","16,632,810",2.31,1
California,2018-01-20,"51,749",2018-01-13,"339,287","16,632,810",2.04,2
California,2018-01-27,"49,062",2018-01-20,"398,473","16,632,810",2.4,3
California,2018-02-03,"43,687",2018-01-27,"380,202","16,632,810",2.29,4
California,2018-02-10,"41,154",2018-02-03,"405,765","16,632,810",2.44,5
California,2018-02-17,"40,230",2018-02-10,"371,984","16,632,810",2.24,6
California,2018-02-24,"31,072",2018-02-17,"392,058","16,632,810",2.36,7
California,2018-03-03,"42,718",2018-02-24,"368,738","16,632,810",2.22,8
California,2018-03-10,"44,552",2018-03-03,"398,557","16,632,810",2.4,9
California,2018-03-17,"42,127",2018-03-10,"377,516","16,632,810",2.27,10
California,2018-03-24,"39,173",2018-03-17,"399,410","16,632,810",2.4,11
California,2018-03-31,"39,130",2018-03-24,"362,286","16,632,810",2.18,12
California,2018-04-07,"41,072",2018-03-31,"387,730","16,632,810",2.33,13
California,2018-04-14,"45,026",2018-04-07,"361,512","16,710,351",2.16,14
California,2018-04-21,"40,673",2018-04-14,"386,990","16,710,351",2.32,15
California,2018-04-28,"39,940",2018-04-21,"337,467","16,710,351",2.02,16
California,2018-05-05,"39,065",2018-04-28,"370,182","16,710,351",2.22,17
California,2018-05-12,"39,382",2018-05-05,"323,744","16,710,351",1.94,18
California,2018-05-19,"41,544",2018-05-12,"335,046","16,710,351",2.01,19
California,2018-05-26,"37,545",2018-05-19,"326,317","16,710,351",1.95,20
California,2018-06-02,"35,607",2018-05-26,"310,451","16,710,351",1.86,21
California,2018-06-09,"40,198",2018-06-02,"305,840","16,710,351",1.83,22
California,2018-06-16,"41,417",2018-06-09,"309,011","16,710,351",1.85,23
California,2018-06-23,"46,837",2018-06-16,"301,549","16,710,351",1.8,24
California,2018-06-30,"40,433",2018-06-23,"316,331","16,710,351",1.89,25
California,2018-07-07,"35,046",2018-06-30,"292,678","16,710,351",1.75,26
California,2018-07-14,"41,391",2018-07-07,"321,230","16,799,074",1.91,27
California,2018-07-21,"39,610",2018-07-14,"321,417","16,799,074",1.91,28
California,2018-07-28,"36,564",2018-07-21,"308,049","16,799,074",1.83,29
California,2018-08-04,"37,852",2018-07-28,"324,126","16,799,074",1.93,30
California,2018-08-11,"36,609",2018-08-04,"310,455","16,799,074",1.85,31
California,2018-08-18,"37,154",2018-08-11,"319,025","16,799,074",1.9,32
California,2018-08-25,"35,722",2018-08-18,"303,782","16,799,074",1.81,33
California,2018-09-01,"35,413",2018-08-25,"305,384","16,799,074",1.82,34
California,2018-09-08,"31,348",2018-09-01,"275,418","16,799,074",1.64,35
California,2018-09-15,"33,418",2018-09-08,"287,158","16,799,074",1.71,36
California,2018-09-22,"34,363",2018-09-15,"282,235","16,799,074",1.68,37
California,2018-09-29,"33,403",2018-09-22,"282,559","16,799,074",1.68,38
California,2018-10-06,"38,015",2018-09-29,"274,676","16,799,074",1.64,39
California,2018-10-13,"40,612",2018-10-06,"268,204","16,900,653",1.59,40
California,2018-10-20,"39,783",2018-10-13,"270,349","16,900,653",1.6,41
California,2018-10-27,"38,096",2018-10-20,"281,013","16,900,653",1.66,42
California,2018-11-03,"40,888",2018-10-27,"276,927","16,900,653",1.64,43
California,2018-11-10,"45,094",2018-11-03,"286,543","16,900,653",1.7,44
California,2018-11-17,"38,233",2018-11-10,"271,293","16,900,653",1.61,45
California,2018-11-24,"33,988",2018-11-17,"258,905","16,900,653",1.53,46
California,2018-12-01,"55,049",2018-11-24,"313,468","16,900,653",1.85,47
California,2018-12-08,"47,395",2018-12-01,"325,163","16,900,653",1.92,48
California,2018-12-15,"47,515",2018-12-08,"327,460","16,900,653",1.94,49
California,2018-12-22,"48,469",2018-12-15,"336,011","16,900,653",1.99,50
California,2018-12-29,"38,362",2018-12-22,"310,725","16,900,653",1.84,51
California,2019-01-05,"38,536",2018-12-29,"348,968","16,900,653",2.06,52
California,2019-01-12,"53,519",2019-01-05,"366,000","16,987,900",2.15,1
California,2019-01-19,"48,844",2019-01-12,"371,261","16,987,900",2.19,2
California,2019-01-26,"56,886",2019-01-19,"388,607","16,987,900",2.29,3
California,2019-02-02,"48,904",2019-01-26,"363,358","16,987,900",2.14,4
California,2019-02-09,"44,850",2019-02-02,"371,696","16,987,900",2.19,5
California,2019-02-16,"43,516",2019-02-09,"360,835","16,987,900",2.12,6
California,2019-02-23,"34,449",2019-02-16,"386,100","16,987,900",2.27,7
California,2019-03-02,"41,085",2019-02-23,"380,331","16,987,900",2.24,8
California,2019-03-09,"40,896",2019-03-02,"402,138","16,987,900",2.37,9
California,2019-03-16,"41,128",2019-03-09,"372,306","16,987,900",2.19,10
California,2019-03-23,"39,832",2019-03-16,"384,846","16,987,900",2.27,11
California,2019-03-30,"38,528",2019-03-23,"368,658","16,987,900",2.17,12
California,2019-04-06,"36,227",2019-03-30,"373,823","16,987,900",2.2,13
California,2019-04-13,"39,429",2019-04-06,"347,023","17,063,245",2.03,14
California,2019-04-20,"43,900",2019-04-13,"361,762","17,063,245",2.12,15
California,2019-04-27,"40,312",2019-04-20,"333,180","17,063,245",1.95,16
California,2019-05-04,"38,392",2019-04-27,"342,461","17,063,245",2.01,17
California,2019-05-11,"39,618",2019-05-04,"330,763","17,063,245",1.94,18
California,2019-05-18,"37,428",2019-05-11,"344,735","17,063,245",2.02,19
California,2019-05-25,"38,275",2019-05-18,"319,156","17,063,245",1.87,20
California,2019-06-01,"34,781",2019-05-25,"317,598","17,063,245",1.86,21
California,2019-06-08,"41,288",2019-06-01,"317,108","17,063,245",1.86,22
California,2019-06-15,"38,753",2019-06-08,"300,412","17,063,245",1.76,23
California,2019-06-22,"44,396",2019-06-15,"306,005","17,063,245",1.79,24
California,2019-06-29,"42,404",2019-06-22,"300,575","17,063,245",1.76,25
California,2019-07-06,"35,194",2019-06-29,"307,450","17,063,245",1.8,26
California,2019-07-13,"39,061",2019-07-06,"301,444","17,144,715",1.76,27
California,2019-07-20,"39,341",2019-07-13,"306,388","17,144,715",1.79,28
California,2019-07-27,"38,438",2019-07-20,"311,686","17,144,715",1.82,29
California,2019-08-03,"36,041",2019-07-27,"305,372","17,144,715",1.78,30
California,2019-08-10,"41,404",2019-08-03,"329,057","17,144,715",1.92,31
California,2019-08-17,"35,430",2019-08-10,"294,646","17,144,715",1.72,32
California,2019-08-24,"34,596",2019-08-17,"307,762","17,144,715",1.8,33
California,2019-08-31,"34,358",2019-08-24,"290,655","17,144,715",1.7,34
California,2019-09-07,"30,771",2019-08-31,"269,570","17,144,715",1.57,35
California,2019-09-14,"34,650",2019-09-07,"285,564","17,144,715",1.67,36
California,2019-09-21,"35,161",2019-09-14,"279,176","17,144,715",1.63,37
California,2019-09-28,"33,226",2019-09-21,"277,881","17,144,715",1.62,38
California,2019-10-05,"33,326",2019-09-28,"276,630","17,144,715",1.61,39
California,2019-10-12,"40,182",2019-10-05,"260,397","17,203,829",1.51,40
California,2019-10-19,"39,191",2019-10-12,"258,717","17,203,829",1.5,41
California,2019-10-26,"41,081",2019-10-19,"281,060","17,203,829",1.63,42
California,2019-11-02,"39,332",2019-10-26,"267,628","17,203,829",1.56,43
California,2019-11-09,"45,816",2019-11-02,"284,199","17,203,829",1.65,44
California,2019-11-16,"40,749",2019-11-09,"274,354","17,203,829",1.59,45
California,2019-11-23,"49,133",2019-11-16,"291,706","17,203,829",1.7,46
California,2019-11-30,"36,457",2019-11-23,"259,563","17,203,829",1.51,47
California,2019-12-07,"48,434",2019-11-30,"327,504","17,203,829",1.9,48
California,2019-12-14,"47,521",2019-12-07,"321,564","17,203,829",1.87,49
California,2019-12-21,"49,943",2019-12-14,"325,387","17,203,829",1.89,50
California,2019-12-28,"34,301",2019-12-21,"300,551","17,203,829",1.75,51
California,2020-01-04,"36,720",2019-12-28,"359,606","17,203,829",2.09,52
California,2020-01-11,"51,993",2020-01-04,"356,376","17,265,039",2.06,1
California,2020-01-18,"64,858",2020-01-11,"376,947","17,265,039",2.18,2
California,2020-01-25,"45,596",2020-01-18,"336,269","17,265,039",1.95,3
California,2020-02-01,"43,458",2020-01-25,"388,341","17,265,039",2.25,4
California,2020-02-08,"40,392",2020-02-01,"359,156","17,265,039",2.08,5
California,2020-02-15,"43,445",2020-02-08,"375,305","17,265,039",2.17,6
California,2020-02-22,"34,979",2020-02-15,"349,252","17,265,039",2.02,7
California,2020-02-29,"41,678",2020-02-22,"369,988","17,265,039",2.14,8
California,2020-03-07,"43,385",2020-02-29,"378,864","17,265,039",2.19,9
California,2020-03-14,"57,606",2020-03-07,"351,344","17,265,039",2.04,10
California,2020-03-21,"186,333",2020-03-14,"421,912","17,265,039",2.44,11
California,2020-03-28,"1,058,325",2020-03-21,"400,565","17,265,039",2.32,12
California,2020-04-04,"918,814",2020-03-28,"1,076,761","17,265,039",6.24,13
California,2020-04-11,"655,472",2020-04-04,"1,429,954","17,330,010",8.25,14
California,2020-04-18,"528,360",2020-04-11,"2,422,458","17,330,010",13.98,15
California,2020-04-25,"325,343",2020-04-18,"1,887,575","17,330,010",10.89,16
California,2020-05-02,"316,257",2020-04-25,"4,808,361","17,330,010",27.75,17
California,2020-05-09,"212,667",2020-05-02,"2,850,204","17,330,010",16.45,18
California,2020-05-16,"244,431",2020-05-09,"3,565,153","17,330,010",20.57,19
California,2020-05-23,"203,262",2020-05-16,"2,155,310","17,330,010",12.44,20
California,2020-05-30,"228,634",2020-05-23,"2,752,401","17,330,010",15.88,21
California,2020-06-06,"255,836",2020-05-30,"2,812,484","17,330,010",16.23,22
California,2020-06-13,"241,424",2020-06-06,"3,001,413","17,330,010",17.32,23
California,2020-06-20,"284,494",2020-06-13,"2,779,425","17,330,010",16.04,24
California,2020-06-27,"277,362",2020-06-20,"2,901,601","17,330,010",16.74,25
California,2020-07-04,"264,791",2020-06-27,"2,758,474","17,330,010",15.92,26
California,2020-07-11,"284,914",2020-07-04,"2,946,807","17,396,834",16.94,27
California,2020-07-18,"289,594",2020-07-11,"2,704,904","17,396,834",15.55,28
California,2020-07-25,"244,653",2020-07-18,"3,140,619","17,396,834",18.05,29
California,2020-08-01,"222,043",2020-07-25,"2,789,482","17,396,834",16.03,30
California,2020-08-08,"202,509",2020-08-01,"2,961,188","17,396,834",17.02,31
Florida,2015-01-03,"13,599",2014-12-27,"99,478","7,434,995",1.34,52
Florida,2015-01-10,"15,003",2015-01-03,"72,580","7,496,093",0.97,1
Florida,2015-01-17,"12,730",2015-01-10,"72,769","7,496,093",0.97,2
Florida,2015-01-24,"10,768",2015-01-17,"72,948","7,496,093",0.97,3
Florida,2015-01-31,"10,515",2015-01-24,"71,847","7,496,093",0.96,4
Florida,2015-02-07,"10,569",2015-01-31,"70,826","7,496,093",0.94,5
Florida,2015-02-14,"9,480",2015-02-07,"67,810","7,496,093",0.9,6
Florida,2015-02-21,"9,363",2015-02-14,"68,553","7,496,093",0.91,7
Florida,2015-02-28,"8,898",2015-02-21,"58,189","7,496,093",0.78,8
Florida,2015-03-07,"10,491",2015-02-28,"65,577","7,496,093",0.87,9
Florida,2015-03-14,"8,832",2015-03-07,"62,155","7,496,093",0.83,10
Florida,2015-03-21,"8,982",2015-03-14,"64,503","7,496,093",0.86,11
Florida,2015-03-28,"8,662",2015-03-21,"62,080","7,496,093",0.83,12
Florida,2015-04-04,"9,269",2015-03-28,"60,729","7,496,093",0.81,13
Florida,2015-04-11,"10,374",2015-04-04,"59,864","7,557,053",0.79,14
Florida,2015-04-18,"9,294",2015-04-11,"61,534","7,557,053",0.81,15
Florida,2015-04-25,"9,141",2015-04-18,"60,327","7,557,053",0.8,16
Florida,2015-05-02,"8,416",2015-04-25,"62,051","7,557,053",0.82,17
Florida,2015-05-09,"9,503",2015-05-02,"60,083","7,557,053",0.8,18
Florida,2015-05-16,"9,216",2015-05-09,"59,035","7,557,053",0.78,19
Florida,2015-05-23,"9,712",2015-05-16,"59,967","7,557,053",0.79,20
Florida,2015-05-30,"8,480",2015-05-23,"59,988","7,557,053",0.79,21
Florida,2015-06-06,"10,982",2015-05-30,"60,199","7,557,053",0.8,22
Florida,2015-06-13,"12,045",2015-06-06,"60,725","7,557,053",0.8,23
Florida,2015-06-20,"11,357",2015-06-13,"64,414","7,557,053",0.85,24
Florida,2015-06-27,"9,731",2015-06-20,"66,289","7,557,053",0.88,25
Florida,2015-07-04,"10,824",2015-06-27,"58,527","7,557,053",0.77,26
Florida,2015-07-11,"12,746",2015-07-04,"67,736","7,623,691",0.89,27
Florida,2015-07-18,"10,818",2015-07-11,"68,420","7,623,691",0.9,28
Florida,2015-07-25,"10,010",2015-07-18,"71,573","7,623,691",0.94,29
Florida,2015-08-01,"10,350",2015-07-25,"71,836","7,623,691",0.94,30
Florida,2015-08-08,"10,168",2015-08-01,"72,307","7,623,691",0.95,31
Florida,2015-08-15,"9,222",2015-08-08,"70,237","7,623,691",0.92,32
Florida,2015-08-22,"9,192",2015-08-15,"71,162","7,623,691",0.93,33
Florida,2015-08-29,"8,712",2015-08-22,"67,085","7,623,691",0.88,34
Florida,2015-09-05,"8,569",2015-08-29,"65,968","7,623,691",0.87,35
Florida,2015-09-12,"7,252",2015-09-05,"62,625","7,623,691",0.82,36
Florida,2015-09-19,"7,817",2015-09-12,"66,338","7,623,691",0.87,37
Florida,2015-09-26,"7,712",2015-09-19,"61,957","7,623,691",0.81,38
Florida,2015-10-03,"8,209",2015-09-26,"63,176","7,623,691",0.83,39
Florida,2015-10-10,"9,649",2015-10-03,"58,219","7,693,156",0.76,40
Florida,2015-10-17,"7,848",2015-10-10,"58,477","7,693,156",0.76,41
Florida,2015-10-24,"8,053",2015-10-17,"58,107","7,693,156",0.76,42
Florida,2015-10-31,"7,820",2015-10-24,"56,522","7,693,156",0.73,43
Florida,2015-11-07,"8,683",2015-10-31,"55,741","7,693,156",0.72,44
Florida,2015-11-14,"7,670",2015-11-07,"52,238","7,693,156",0.68,45
Florida,2015-11-21,"8,284",2015-11-14,"55,641","7,693,156",0.72,46
Florida,2015-11-28,"5,386",2015-11-21,"45,738","7,693,156",0.59,47
Florida,2015-12-05,"8,233",2015-11-28,"58,346","7,693,156",0.76,48
Florida,2015-12-12,"7,895",2015-12-05,"48,525","7,693,156",0.63,49
Florida,2015-12-19,"8,341",2015-12-12,"53,899","7,693,156",0.7,50
Florida,2015-12-26,"5,867",2015-12-19,"44,872","7,693,156",0.58,51
Florida,2016-01-02,"6,816",2015-12-26,"54,140","7,693,156",0.7,52
Florida,2016-01-09,"11,056",2016-01-02,"49,557","7,761,275",0.64,53
Florida,2016-01-16,"9,775",2016-01-09,"51,100","7,761,275",0.66,1
Florida,2016-01-23,"8,225",2016-01-16,"51,767","7,761,275",0.67,2
Florida,2016-01-30,"8,069",2016-01-23,"52,301","7,761,275",0.67,3
Florida,2016-02-06,"8,488",2016-01-30,"52,128","7,761,275",0.67,4
Florida,2016-02-13,"7,062",2016-02-06,"49,671","7,761,275",0.64,5
Florida,2016-02-20,"7,318",2016-02-13,"51,001","7,761,275",0.66,6
Florida,2016-02-27,"6,923",2016-02-20,"49,134","7,761,275",0.63,7
Florida,2016-03-05,"7,376",2016-02-27,"49,270","7,761,275",0.63,8
Florida,2016-03-12,"6,524",2016-03-05,"47,624","7,761,275",0.61,9
Florida,2016-03-19,"6,866",2016-03-12,"48,415","7,761,275",0.62,10
Florida,2016-03-26,"6,951",2016-03-19,"46,017","7,761,275",0.59,11
Florida,2016-04-02,"7,235",2016-03-26,"48,089","7,761,275",0.62,12
Florida,2016-04-09,"8,729",2016-04-02,"45,623","7,830,128",0.58,13
Florida,2016-04-16,"7,376",2016-04-09,"47,008","7,830,128",0.6,14
Florida,2016-04-23,"7,312",2016-04-16,"47,643","7,830,128",0.61,15
