State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Weeknum
Georgia,2017-04-29,"4,685",2017-04-22,"27,151","4,142,269",0.66,16
Georgia,2017-05-06,"5,907",2017-04-29,"26,942","4,142,269",0.65,17
Georgia,2017-05-13,"5,625",2017-05-06,"27,494","4,142,269",0.66,18
Georgia,2017-05-20,"5,185",2017-05-13,"27,449","4,142,269",0.66,19
Georgia,2017-05-27,"5,364",2017-05-20,"27,860","4,142,269",0.67,20
Georgia,2017-06-03,"5,675",2017-05-27,"28,188","4,142,269",0.68,21
Georgia,2017-06-10,"7,244",2017-06-03,"30,242","4,142,269",0.73,22
Georgia,2017-06-17,"5,594",2017-06-10,"29,900","4,142,269",0.72,23
Georgia,2017-06-24,"4,893",2017-06-17,"29,530","4,142,269",0.71,24
Georgia,2017-07-01,"5,276",2017-06-24,"29,536","4,142,269",0.71,25
Georgia,2017-07-08,"6,646",2017-07-01,"29,491","4,167,260",0.71,26
Georgia,2017-07-15,"9,179",2017-07-08,"33,502","4,167,260",0.8,27
Georgia,2017-07-22,"6,117",2017-07-15,"30,826","4,167,260",0.74,28
Georgia,2017-07-29,"5,117",2017-07-22,"29,655","4,167,260",0.71,29
Georgia,2017-08-05,"5,296",2017-07-29,"29,204","4,167,260",0.7,30
Georgia,2017-08-12,"5,351",2017-08-05,"28,883","4,167,260",0.69,31
Georgia,2017-08-19,"5,614",2017-08-12,"29,037","4,167,260",0.7,32
Georgia,2017-08-26,"4,827",2017-08-19,"28,364","4,167,260",0.68,33
Georgia,2017-09-02,"4,903",2017-08-26,"28,169","4,167,260",0.68,34
Georgia,2017-09-09,"4,899",2017-09-02,"27,345","4,167,260",0.66,35
Georgia,2017-09-16,"4,760",2017-09-09,"26,967","4,167,260",0.65,36
Georgia,2017-09-23,"8,130",2017-09-16,"28,114","4,167,260",0.67,37
Georgia,2017-09-30,"6,143",2017-09-23,"27,121","4,167,260",0.65,38
Georgia,2017-10-07,"7,303",2017-09-30,"27,816","4,167,260",0.67,39
Georgia,2017-10-14,"5,384",2017-10-07,"27,412","4,190,963",0.65,40
Georgia,2017-10-21,"6,359",2017-10-14,"28,597","4,190,963",0.68,41
Georgia,2017-10-28,"4,828",2017-10-21,"26,505","4,190,963",0.63,42
Georgia,2017-11-04,"5,915",2017-10-28,"26,536","4,190,963",0.63,43
Georgia,2017-11-11,"4,749",2017-11-04,"25,132","4,190,963",0.6,44
Georgia,2017-11-18,"6,062",2017-11-11,"27,369","4,190,963",0.65,45
Georgia,2017-11-25,"3,119",2017-11-18,"23,481","4,190,963",0.56,46
Georgia,2017-12-02,"9,487",2017-11-25,"32,005","4,190,963",0.76,47
Georgia,2017-12-09,"5,433",2017-12-02,"27,674","4,190,963",0.66,48
Georgia,2017-12-16,"5,515",2017-12-09,"27,754","4,190,963",0.66,49
Georgia,2017-12-23,"5,995",2017-12-16,"28,012","4,190,963",0.67,50
Georgia,2017-12-30,"7,559",2017-12-23,"30,446","4,190,963",0.73,51
Georgia,2018-01-06,"19,490",2017-12-30,"44,619","4,190,963",1.06,52
Georgia,2018-01-13,"11,290",2018-01-06,"40,703","4,211,074",0.97,1
Georgia,2018-01-20,"4,852",2018-01-13,"31,607","4,211,074",0.75,2
Georgia,2018-01-27,"7,912",2018-01-20,"32,673","4,211,074",0.78,3
Georgia,2018-02-03,"6,141",2018-01-27,"30,944","4,211,074",0.73,4
Georgia,2018-02-10,"6,173",2018-02-03,"30,715","4,211,074",0.73,5
Georgia,2018-02-17,"5,739",2018-02-10,"29,946","4,211,074",0.71,6
Georgia,2018-02-24,"4,887",2018-02-17,"28,908","4,211,074",0.69,7
Georgia,2018-03-03,"4,941",2018-02-24,"28,075","4,211,074",0.67,8
Georgia,2018-03-10,"5,382",2018-03-03,"27,939","4,211,074",0.66,9
Georgia,2018-03-17,"4,516",2018-03-10,"26,750","4,211,074",0.64,10
Georgia,2018-03-24,"4,385",2018-03-17,"26,210","4,211,074",0.62,11
Georgia,2018-03-31,"5,616",2018-03-24,"25,373","4,211,074",0.6,12
Georgia,2018-04-07,"5,866",2018-03-31,"27,693","4,211,074",0.66,13
Georgia,2018-04-14,"5,602",2018-04-07,"26,674","4,227,826",0.63,14
Georgia,2018-04-21,"4,804",2018-04-14,"25,378","4,227,826",0.6,15
Georgia,2018-04-28,"4,124",2018-04-21,"24,998","4,227,826",0.59,16
Georgia,2018-05-05,"5,089",2018-04-28,"25,330","4,227,826",0.6,17
Georgia,2018-05-12,"4,748",2018-05-05,"25,056","4,227,826",0.59,18
Georgia,2018-05-19,"4,847",2018-05-12,"25,316","4,227,826",0.6,19
Georgia,2018-05-26,"5,233",2018-05-19,"25,410","4,227,826",0.6,20
Georgia,2018-06-02,"4,835",2018-05-26,"25,774","4,227,826",0.61,21
Georgia,2018-06-09,"6,323",2018-06-02,"27,022","4,227,826",0.64,22
Georgia,2018-06-16,"4,760",2018-06-09,"26,239","4,227,826",0.62,23
Georgia,2018-06-23,"4,664",2018-06-16,"26,071","4,227,826",0.62,24
Georgia,2018-06-30,"5,223",2018-06-23,"26,544","4,227,826",0.63,25
Georgia,2018-07-07,"6,078",2018-06-30,"27,367","4,227,826",0.65,26
Georgia,2018-07-14,"10,096",2018-07-07,"32,731","4,248,833",0.77,27
Georgia,2018-07-21,"6,364",2018-07-14,"28,305","4,248,833",0.67,28
Georgia,2018-07-28,"4,766",2018-07-21,"27,448","4,248,833",0.65,29
Georgia,2018-08-04,"4,714",2018-07-28,"26,409","4,248,833",0.62,30
Georgia,2018-08-11,"5,663",2018-08-04,"27,042","4,248,833",0.64,31
Georgia,2018-08-18,"4,713",2018-08-11,"25,360","4,248,833",0.6,32
Georgia,2018-08-25,"4,181",2018-08-18,"25,160","4,248,833",0.59,33
Georgia,2018-09-01,"4,270",2018-08-25,"24,533","4,248,833",0.58,34
Georgia,2018-09-08,"4,007",2018-09-01,"24,256","4,248,833",0.57,35
Georgia,2018-09-15,"5,602",2018-09-08,"24,963","4,248,833",0.59,36
Georgia,2018-09-22,"4,417",2018-09-15,"23,535","4,248,833",0.55,37
Georgia,2018-09-29,"4,327",2018-09-22,"23,162","4,248,833",0.55,38
Georgia,2018-10-06,"5,328",2018-09-29,"24,101","4,248,833",0.57,39
Georgia,2018-10-13,"4,478",2018-10-06,"23,341","4,271,277",0.55,40
Georgia,2018-10-20,"8,146",2018-10-13,"25,459","4,271,277",0.6,41
Georgia,2018-10-27,"5,697",2018-10-20,"24,227","4,271,277",0.57,42
Georgia,2018-11-03,"5,317",2018-10-27,"23,304","4,271,277",0.55,43
Georgia,2018-11-10,"6,375",2018-11-03,"24,033","4,271,277",0.56,44
Georgia,2018-11-17,"6,741",2018-11-10,"25,101","4,271,277",0.59,45
Georgia,2018-11-24,"5,062",2018-11-17,"21,990","4,271,277",0.51,46
Georgia,2018-12-01,"9,728",2018-11-24,"29,263","4,271,277",0.69,47
Georgia,2018-12-08,"5,969",2018-12-01,"24,163","4,271,277",0.57,48
Georgia,2018-12-15,"5,363",2018-12-08,"24,086","4,271,277",0.56,49
Georgia,2018-12-22,"6,098",2018-12-15,"25,146","4,271,277",0.59,50
Georgia,2018-12-29,"7,002",2018-12-22,"26,538","4,271,277",0.62,51
Georgia,2019-01-05,"17,800",2018-12-29,"38,700","4,271,277",0.91,52
Georgia,2019-01-12,"13,145",2019-01-05,"38,060","4,290,407",0.89,1
Georgia,2019-01-19,"7,402",2019-01-12,"29,355","4,290,407",0.68,2
Georgia,2019-01-26,"5,529",2019-01-19,"28,292","4,290,407",0.66,3
Georgia,2019-02-02,"5,483",2019-01-26,"27,875","4,290,407",0.65,4
Georgia,2019-02-09,"5,575",2019-02-02,"27,142","4,290,407",0.63,5
Georgia,2019-02-16,"5,711",2019-02-09,"26,530","4,290,407",0.62,6
Georgia,2019-02-23,"5,120",2019-02-16,"27,208","4,290,407",0.63,7
Georgia,2019-03-02,"5,781",2019-02-23,"26,703","4,290,407",0.62,8
Georgia,2019-03-09,"5,166",2019-03-02,"25,281","4,290,407",0.59,9
Georgia,2019-03-16,"4,387",2019-03-09,"24,682","4,290,407",0.58,10
Georgia,2019-03-23,"4,182",2019-03-16,"23,918","4,290,407",0.56,11
Georgia,2019-03-30,"4,171",2019-03-23,"23,944","4,290,407",0.56,12
Georgia,2019-04-06,"4,642",2019-03-30,"23,020","4,290,407",0.54,13
Georgia,2019-04-13,"5,248",2019-04-06,"24,837","4,314,458",0.58,14
Georgia,2019-04-20,"4,655",2019-04-13,"23,737","4,314,458",0.55,15
Georgia,2019-04-27,"4,457",2019-04-20,"24,013","4,314,458",0.56,16
Georgia,2019-05-04,"4,851",2019-04-27,"23,899","4,314,458",0.55,17
Georgia,2019-05-11,"5,072",2019-05-04,"23,743","4,314,458",0.55,18
Georgia,2019-05-18,"4,286",2019-05-11,"24,030","4,314,458",0.56,19
Georgia,2019-05-25,"4,191",2019-05-18,"24,042","4,314,458",0.56,20
Georgia,2019-06-01,"4,474",2019-05-25,"24,268","4,314,458",0.56,21
Georgia,2019-06-08,"5,366",2019-06-01,"24,860","4,314,458",0.58,22
Georgia,2019-06-15,"4,332",2019-06-08,"24,648","4,314,458",0.57,23
Georgia,2019-06-22,"4,412",2019-06-15,"25,072","4,314,458",0.58,24
Georgia,2019-06-29,"4,336",2019-06-22,"24,973","4,314,458",0.58,25
Georgia,2019-07-06,"5,234",2019-06-29,"24,972","4,314,458",0.58,26
Georgia,2019-07-13,"9,065",2019-07-06,"30,818","4,332,044",0.71,27
Georgia,2019-07-20,"6,107",2019-07-13,"27,148","4,332,044",0.63,28
Georgia,2019-07-27,"4,275",2019-07-20,"26,077","4,332,044",0.6,29
Georgia,2019-08-03,"4,402",2019-07-27,"25,618","4,332,044",0.59,30
Georgia,2019-08-10,"4,395",2019-08-03,"25,319","4,332,044",0.58,31
Georgia,2019-08-17,"3,913",2019-08-10,"24,789","4,332,044",0.57,32
Georgia,2019-08-24,"4,450",2019-08-17,"25,549","4,332,044",0.59,33
Georgia,2019-08-31,"4,797",2019-08-24,"24,822","4,332,044",0.57,34
Georgia,2019-09-07,"3,645",2019-08-31,"24,574","4,332,044",0.57,35
Georgia,2019-09-14,"5,208",2019-09-07,"25,217","4,332,044",0.58,36
Georgia,2019-09-21,"4,262",2019-09-14,"24,252","4,332,044",0.56,37
Georgia,2019-09-28,"4,534",2019-09-21,"23,955","4,332,044",0.55,38
Georgia,2019-10-05,"4,843",2019-09-28,"24,335","4,332,044",0.56,39
Georgia,2019-10-12,"5,100",2019-10-05,"23,752","4,353,840",0.55,40
Georgia,2019-10-19,"4,431",2019-10-12,"24,134","4,353,840",0.55,41
Georgia,2019-10-26,"6,255",2019-10-19,"25,067","4,353,840",0.58,42
Georgia,2019-11-02,"5,207",2019-10-26,"24,694","4,353,840",0.57,43
Georgia,2019-11-09,"5,417",2019-11-02,"24,251","4,353,840",0.56,44
Georgia,2019-11-16,"3,934",2019-11-09,"23,917","4,353,840",0.55,45
Georgia,2019-11-23,"5,780",2019-11-16,"24,461","4,353,840",0.56,46
Georgia,2019-11-30,"3,961",2019-11-23,"21,522","4,353,840",0.49,47
Georgia,2019-12-07,"9,592",2019-11-30,"31,239","4,353,840",0.72,48
Georgia,2019-12-14,"6,595",2019-12-07,"26,358","4,353,840",0.61,49
Georgia,2019-12-21,"4,885",2019-12-14,"25,133","4,353,840",0.58,50
Georgia,2019-12-28,"4,131",2019-12-21,"24,259","4,353,840",0.56,51
Georgia,2020-01-04,"17,060",2019-12-28,"38,704","4,353,840",0.89,52
Georgia,2020-01-11,"17,962",2020-01-04,"47,482","4,373,059",1.09,1
Georgia,2020-01-18,"8,161",2020-01-11,"32,079","4,373,059",0.73,2
Georgia,2020-01-25,"5,257",2020-01-18,"28,998","4,373,059",0.66,3
Georgia,2020-02-01,"5,199",2020-01-25,"28,332","4,373,059",0.65,4
Georgia,2020-02-08,"5,577",2020-02-01,"26,984","4,373,059",0.62,5
Georgia,2020-02-15,"6,277",2020-02-08,"27,317","4,373,059",0.62,6
Georgia,2020-02-22,"5,030",2020-02-15,"26,963","4,373,059",0.62,7
Georgia,2020-02-29,"5,538",2020-02-22,"26,958","4,373,059",0.62,8
Georgia,2020-03-07,"4,569",2020-02-29,"25,079","4,373,059",0.57,9
Georgia,2020-03-14,"5,445",2020-03-07,"25,352","4,373,059",0.58,10
Georgia,2020-03-21,"12,140",2020-03-14,"27,507","4,373,059",0.63,11
Georgia,2020-03-28,"133,820",2020-03-21,"107,877","4,373,059",2.47,12
Georgia,2020-04-04,"390,132",2020-03-28,"360,077","4,373,059",8.23,13
Georgia,2020-04-11,"319,581",2020-04-04,"595,418","4,388,404",13.57,14
Georgia,2020-04-18,"247,003",2020-04-11,"611,889","4,388,404",13.94,15
Georgia,2020-04-25,"266,565",2020-04-18,"758,856","4,388,404",17.29,16
Georgia,2020-05-02,"228,352",2020-04-25,"885,764","4,388,404",20.18,17
Georgia,2020-05-09,"242,772",2020-05-02,"812,913","4,388,404",18.52,18
Georgia,2020-05-16,"177,731",2020-05-09,"790,178","4,388,404",18.01,19
Georgia,2020-05-23,"165,499",2020-05-16,"731,762","4,388,404",16.67,20
Georgia,2020-05-30,"149,163",2020-05-23,"754,833","4,388,404",17.2,21
Georgia,2020-06-06,"135,254",2020-05-30,"698,154","4,388,404",15.91,22
Georgia,2020-06-13,"131,997",2020-06-06,"682,501","4,388,404",15.55,23
Georgia,2020-06-20,"125,725",2020-06-13,"669,735","4,388,404",15.26,24
Georgia,2020-06-27,"117,485",2020-06-20,"661,233","4,388,404",15.07,25
Georgia,2020-07-04,"105,160",2020-06-27,"619,947","4,388,404",14.13,26
Georgia,2020-07-11,"138,452",2020-07-04,"792,717","4,406,223",17.99,27
Georgia,2020-07-18,"122,313",2020-07-11,"703,153","4,406,223",15.96,28
Georgia,2020-07-25,"84,984",2020-07-18,"636,912","4,406,223",14.45,29
Georgia,2020-08-01,"73,931",2020-07-25,"633,988","4,406,223",14.39,30
Georgia,2020-08-08,"62,335",2020-08-01,"572,455","4,406,223",12.99,31
Maryland,2015-01-03,"5,879",2014-12-27,"55,745","2,394,770",2.33,52
Maryland,2015-01-10,"8,273",2015-01-03,"57,945","2,394,770",2.42,1
Maryland,2015-01-17,"5,697",2015-01-10,"57,315","2,394,770",2.39,2
Maryland,2015-01-24,"4,465",2015-01-17,"57,051","2,394,770",2.38,3
Maryland,2015-01-31,"5,178",2015-01-24,"56,783","2,402,114",2.36,4
Maryland,2015-02-07,"4,694",2015-01-31,"57,078","2,402,114",2.38,5
Maryland,2015-02-14,"3,966",2015-02-07,"55,748","2,402,114",2.32,6
Maryland,2015-02-21,"5,615",2015-02-14,"55,148","2,402,114",2.3,7
Maryland,2015-02-28,"4,873",2015-02-21,"56,968","2,402,114",2.37,8
Maryland,2015-03-07,"4,277",2015-02-28,"54,088","2,402,114",2.25,9
Maryland,2015-03-14,"4,587",2015-03-07,"55,519","2,402,114",2.31,10
Maryland,2015-03-21,"3,978",2015-03-14,"51,747","2,402,114",2.15,11
Maryland,2015-03-28,"3,617",2015-03-21,"49,310","2,402,114",2.05,12
Maryland,2015-04-04,"4,708",2015-03-28,"46,628","2,402,114",1.94,13
Maryland,2015-04-11,"4,546",2015-04-04,"45,402","2,402,114",1.89,14
Maryland,2015-04-18,"3,549",2015-04-11,"44,039","2,402,114",1.83,15
Maryland,2015-04-25,"3,492",2015-04-18,"41,553","2,401,560",1.73,16
Maryland,2015-05-02,"3,450",2015-04-25,"40,307","2,401,560",1.68,17
Maryland,2015-05-09,"3,750",2015-05-02,"39,378","2,401,560",1.64,18
Maryland,2015-05-16,"3,636",2015-05-09,"38,732","2,401,560",1.61,19
Maryland,2015-05-23,"3,773",2015-05-16,"38,094","2,401,560",1.59,20
Maryland,2015-05-30,"3,386",2015-05-23,"37,673","2,401,560",1.57,21
Maryland,2015-06-06,"4,060",2015-05-30,"38,071","2,401,560",1.59,22
Maryland,2015-06-13,"3,834",2015-06-06,"38,321","2,401,560",1.6,23
Maryland,2015-06-20,"5,281",2015-06-13,"38,324","2,401,560",1.6,24
Maryland,2015-06-27,"5,274",2015-06-20,"39,589","2,401,560",1.65,25
Maryland,2015-07-04,"3,970",2015-06-27,"40,873","2,401,560",1.7,26
Maryland,2015-07-11,"4,553",2015-07-04,"42,279","2,401,560",1.76,27
Maryland,2015-07-18,"3,677",2015-07-11,"42,374","2,401,560",1.76,28
Maryland,2015-07-25,"3,470",2015-07-18,"41,869","2,401,560",1.74,29
Maryland,2015-08-01,"3,591",2015-07-25,"41,807","2,401,560",1.74,30
Maryland,2015-08-08,"4,095",2015-08-01,"41,535","2,401,560",1.73,31
Maryland,2015-08-15,"3,546",2015-08-08,"41,988","2,392,036",1.76,32
Maryland,2015-08-22,"3,522",2015-08-15,"41,560","2,392,036",1.74,33
Maryland,2015-08-29,"3,354",2015-08-22,"40,832","2,392,036",1.71,34
Maryland,2015-09-05,"3,617",2015-08-29,"38,336","2,392,036",1.6,35
Maryland,2015-09-12,"2,894",2015-09-05,"36,453","2,392,036",1.52,36
Maryland,2015-09-19,"3,274",2015-09-12,"35,468","2,392,036",1.48,37
Maryland,2015-09-26,"3,157",2015-09-19,"34,848","2,392,036",1.46,38
Maryland,2015-10-03,"3,684",2015-09-26,"34,520","2,392,036",1.44,39
Maryland,2015-10-10,"4,160",2015-10-03,"34,492","2,392,036",1.44,40
Maryland,2015-10-17,"3,652",2015-10-10,"34,580","2,392,036",1.45,41
Maryland,2015-10-24,"3,890",2015-10-17,"35,039","2,392,036",1.46,42
Maryland,2015-10-31,"3,843",2015-10-24,"35,435","2,392,036",1.48,43
Maryland,2015-11-07,"4,366",2015-10-31,"36,109","2,392,036",1.51,44
Maryland,2015-11-14,"3,762",2015-11-07,"36,412","2,392,036",1.52,45
Maryland,2015-11-21,"4,171",2015-11-14,"36,930","2,433,935",1.52,46
Maryland,2015-11-28,"4,325",2015-11-21,"36,150","2,433,935",1.49,47
Maryland,2015-12-05,"5,086",2015-11-28,"40,296","2,433,935",1.66,48
Maryland,2015-12-12,"4,131",2015-12-05,"39,367","2,433,935",1.62,49
Maryland,2015-12-19,"4,749",2015-12-12,"39,501","2,433,935",1.62,50
Maryland,2015-12-26,"7,336",2015-12-19,"39,870","2,433,935",1.64,51
Maryland,2016-01-02,"6,275",2015-12-26,"44,873","2,433,935",1.84,52
Maryland,2016-01-09,"7,100",2016-01-02,"48,334","2,433,935",1.99,53
Maryland,2016-01-16,"5,227",2016-01-09,"46,576","2,433,935",1.91,1
Maryland,2016-01-23,"4,812",2016-01-16,"46,577","2,433,935",1.91,2
Maryland,2016-01-30,"7,275",2016-01-23,"47,194","2,433,935",1.94,3
Maryland,2016-02-06,"5,364",2016-01-30,"50,802","2,433,935",2.09,4
Maryland,2016-02-13,"4,052",2016-02-06,"48,120","2,433,935",1.98,5
Maryland,2016-02-20,"3,671",2016-02-13,"47,606","2,433,935",1.96,6
Maryland,2016-02-27,"3,906",2016-02-20,"47,387","2,433,935",1.95,7
Maryland,2016-03-05,"3,693",2016-02-27,"46,679","2,433,935",1.92,8
Maryland,2016-03-12,"3,386",2016-03-05,"44,949","2,433,935",1.85,9
Maryland,2016-03-19,"3,645",2016-03-12,"42,916","2,433,935",1.76,10
Maryland,2016-03-26,"4,144",2016-03-19,"41,611","2,433,935",1.71,11
Maryland,2016-04-02,"4,021",2016-03-26,"40,608","2,433,935",1.67,12
Maryland,2016-04-09,"4,082",2016-04-02,"39,699","2,437,083",1.63,13
Maryland,2016-04-16,"3,359",2016-04-09,"37,869","2,437,083",1.55,14
Maryland,2016-04-23,"3,230",2016-04-16,"36,889","2,437,083",1.51,15
Maryland,2016-04-30,"3,316",2016-04-23,"35,516","2,437,083",1.46,16
Maryland,2016-05-07,"4,091",2016-04-30,"35,279","2,437,083",1.45,17
Maryland,2016-05-14,"3,515",2016-05-07,"35,389","2,437,083",1.45,18
Maryland,2016-05-21,"4,080",2016-05-14,"34,753","2,437,083",1.43,19
Maryland,2016-05-28,"3,673",2016-05-21,"35,118","2,437,083",1.44,20
Maryland,2016-06-04,"3,330",2016-05-28,"34,918","2,437,083",1.43,21
Maryland,2016-06-11,"3,549",2016-06-04,"34,605","2,437,083",1.42,22
Maryland,2016-06-18,"4,789",2016-06-11,"34,569","2,437,083",1.42,23
Maryland,2016-06-25,"5,544",2016-06-18,"35,498","2,437,083",1.46,24
Maryland,2016-07-02,"4,237",2016-06-25,"37,941","2,437,083",1.56,25
Maryland,2016-07-09,"4,027",2016-07-02,"38,044","2,448,958",1.55,26
Maryland,2016-07-16,"3,906",2016-07-09,"38,508","2,448,958",1.57,27
Maryland,2016-07-23,"3,492",2016-07-16,"38,403","2,448,958",1.57,28
Maryland,2016-07-30,"3,641",2016-07-23,"38,558","2,448,958",1.57,29
Maryland,2016-08-06,"4,214",2016-07-30,"38,728","2,448,958",1.58,30
Maryland,2016-08-13,"4,044",2016-08-06,"38,970","2,448,958",1.59,31
Maryland,2016-08-20,"3,369",2016-08-13,"39,482","2,448,958",1.61,32
Maryland,2016-08-27,"3,204",2016-08-20,"38,389","2,448,958",1.57,33
Maryland,2016-09-03,"3,343",2016-08-27,"36,233","2,448,958",1.48,34
Maryland,2016-09-10,"3,189",2016-09-03,"33,635","2,448,958",1.37,35
Maryland,2016-09-17,"3,094",2016-09-10,"33,176","2,448,958",1.35,36
Maryland,2016-09-24,"3,335",2016-09-17,"32,437","2,448,958",1.32,37
Maryland,2016-10-01,"3,286",2016-09-24,"32,492","2,448,958",1.33,38
Maryland,2016-10-08,"4,091",2016-10-01,"32,283","2,463,779",1.31,39
Maryland,2016-10-15,"3,377",2016-10-08,"32,193","2,463,779",1.31,40
Maryland,2016-10-22,"3,737",2016-10-15,"32,329","2,463,779",1.31,41
Maryland,2016-10-29,"3,623",2016-10-22,"32,652","2,463,779",1.33,42
Maryland,2016-11-05,"4,016",2016-10-29,"32,992","2,463,779",1.34,43
Maryland,2016-11-12,"3,075",2016-11-05,"32,769","2,463,779",1.33,44
Maryland,2016-11-19,"4,373",2016-11-12,"33,386","2,463,779",1.36,45
Maryland,2016-11-26,"3,773",2016-11-19,"32,996","2,463,779",1.34,46
Maryland,2016-12-03,"5,121",2016-11-26,"35,748","2,463,779",1.45,47
Maryland,2016-12-10,"4,129",2016-12-03,"35,573","2,463,779",1.44,48
Maryland,2016-12-17,"4,785",2016-12-10,"35,915","2,463,779",1.46,49
Maryland,2016-12-24,"6,509",2016-12-17,"36,903","2,463,779",1.5,50
Maryland,2016-12-31,"7,561",2016-12-24,"39,772","2,463,779",1.61,51
Maryland,2017-01-07,"6,183",2016-12-31,"44,639","2,463,779",1.81,52
Maryland,2017-01-14,"5,485",2017-01-07,"43,470","2,463,779",1.76,1
Maryland,2017-01-21,"4,223",2017-01-14,"43,584","2,463,779",1.77,2
Maryland,2017-01-28,"4,398",2017-01-21,"44,021","2,469,509",1.78,3
Maryland,2017-02-04,"4,417",2017-01-28,"44,159","2,469,509",1.79,4
Maryland,2017-02-11,"3,917",2017-02-04,"43,748","2,469,509",1.77,5
Maryland,2017-02-18,"3,565",2017-02-11,"43,597","2,469,509",1.77,6
Maryland,2017-02-25,"3,016",2017-02-18,"42,480","2,469,509",1.72,7
Maryland,2017-03-04,"3,560",2017-02-25,"41,707","2,469,509",1.69,8
Maryland,2017-03-11,"3,455",2017-03-04,"40,986","2,469,509",1.66,9
Maryland,2017-03-18,"3,951",2017-03-11,"39,682","2,469,509",1.61,10
Maryland,2017-03-25,"3,786",2017-03-18,"40,012","2,469,509",1.62,11
Maryland,2017-04-01,"2,988",2017-03-25,"38,404","2,469,509",1.56,12
Maryland,2017-04-08,"3,490",2017-04-01,"32,220","2,469,509",1.3,13
Maryland,2017-04-15,"5,053",2017-04-08,"35,267","2,478,336",1.42,14
Maryland,2017-04-22,"3,299",2017-04-15,"36,078","2,478,336",1.46,15
Maryland,2017-04-29,"3,415",2017-04-22,"33,650","2,478,336",1.36,16
Maryland,2017-05-06,"3,407",2017-04-29,"32,907","2,478,336",1.33,17
Maryland,2017-05-13,"3,206",2017-05-06,"32,453","2,478,336",1.31,18
Maryland,2017-05-20,"3,348",2017-05-13,"32,169","2,478,336",1.3,19
Maryland,2017-05-27,"4,008",2017-05-20,"31,978","2,478,336",1.29,20
Maryland,2017-06-03,"3,279",2017-05-27,"32,645","2,478,336",1.32,21
Maryland,2017-06-10,"3,680",2017-06-03,"32,422","2,478,336",1.31,22
Maryland,2017-06-17,"5,954",2017-06-10,"32,536","2,478,336",1.31,23
Maryland,2017-06-24,"4,271",2017-06-17,"35,087","2,478,336",1.42,24
Maryland,2017-07-01,"3,434",2017-06-24,"33,210","2,478,336",1.34,25
Maryland,2017-07-08,"3,993",2017-07-01,"36,226","2,484,557",1.46,26
Maryland,2017-07-15,"3,689",2017-07-08,"37,288","2,484,557",1.5,27
Maryland,2017-07-22,"3,321",2017-07-15,"36,660","2,484,557",1.48,28
Maryland,2017-07-29,"3,327",2017-07-22,"36,743","2,484,557",1.48,29
Maryland,2017-08-05,"3,589",2017-07-29,"36,619","2,484,557",1.47,30
Maryland,2017-08-12,"3,490",2017-08-05,"36,774","2,484,557",1.48,31
Maryland,2017-08-19,"3,320",2017-08-12,"36,534","2,484,557",1.47,32
Maryland,2017-08-26,"3,144",2017-08-19,"36,217","2,484,557",1.46,33
Maryland,2017-09-02,"3,250",2017-08-26,"35,336","2,484,557",1.42,34
Maryland,2017-09-09,"2,898",2017-09-02,"33,973","2,484,557",1.37,35
Maryland,2017-09-16,"3,068",2017-09-09,"30,944","2,484,557",1.25,36
Maryland,2017-09-23,"3,083",2017-09-16,"30,085","2,484,557",1.21,37
Maryland,2017-09-30,"3,188",2017-09-23,"29,880","2,484,557",1.2,38
Maryland,2017-10-07,"3,831",2017-09-30,"29,802","2,484,557",1.2,39
Maryland,2017-10-14,"3,368",2017-10-07,"29,840","2,491,609",1.2,40
Maryland,2017-10-21,"3,473",2017-10-14,"30,435","2,491,609",1.22,41
Maryland,2017-10-28,"3,605",2017-10-21,"30,444","2,491,609",1.22,42
Maryland,2017-11-04,"4,007",2017-10-28,"30,786","2,491,609",1.24,43
Maryland,2017-11-11,"3,368",2017-11-04,"30,898","2,491,609",1.24,44
Maryland,2017-11-18,"4,321",2017-11-11,"31,749","2,491,609",1.27,45
Maryland,2017-11-25,"3,427",2017-11-18,"31,380","2,491,609",1.26,46
Maryland,2017-12-02,"4,638",2017-11-25,"34,174","2,491,609",1.37,47
Maryland,2017-12-09,"3,842",2017-12-02,"33,286","2,491,609",1.34,48
Maryland,2017-12-16,"4,161",2017-12-09,"33,397","2,491,609",1.34,49
Maryland,2017-12-23,"5,605",2017-12-16,"34,152","2,491,609",1.37,50
Maryland,2017-12-30,"7,651",2017-12-23,"35,383","2,491,609",1.42,51
Maryland,2018-01-06,"5,798",2017-12-30,"40,090","2,491,609",1.61,52
Maryland,2018-01-13,"5,053",2018-01-06,"36,087","2,498,492",1.44,1
Maryland,2018-01-20,"4,233",2018-01-13,"39,615","2,498,492",1.59,2
Maryland,2018-01-27,"4,213",2018-01-20,"40,422","2,498,492",1.62,3
Maryland,2018-02-03,"4,058",2018-01-27,"39,997","2,498,492",1.6,4
Maryland,2018-02-10,"3,684",2018-02-03,"39,767","2,498,492",1.59,5
Maryland,2018-02-17,"3,149",2018-02-10,"39,519","2,498,492",1.58,6
Maryland,2018-02-24,"2,801",2018-02-17,"38,302","2,498,492",1.53,7
Maryland,2018-03-03,"3,039",2018-02-24,"37,737","2,498,492",1.51,8
Maryland,2018-03-10,"3,095",2018-03-03,"36,594","2,498,492",1.46,9
Maryland,2018-03-17,"3,151",2018-03-10,"35,339","2,498,492",1.41,10
